Temparature,Humidity,Moisture,Cluster,Soil Type
37.0,62.94,55.83,0,Loamy
37.66,74.6,28.6,1,Clayey
36.42,75.12,46.56,4,Sandy
29.92,50.41,62.31999999999999,3,Clayey
31.96,49.13,52.38,0,Loamy
38.65,62.79,58.95,1,Clayey
24.94,50.42,55.75,2,Red
26.110000000000003,52.09000000000001,44.94,1,Clayey
39.68,75.02,51.690000000000005,3,Clayey
32.74,64.14,68.56,2,Red
25.299999999999997,50.31,45.77,0,Loamy
29.37,61.61,33.0,0,Loamy
35.12,61.28,35.3,2,Red
31.57,46.3,28.05,2,Red
38.0,61.23,26.319999999999997,1,Clayey
36.29,71.0,56.120000000000005,1,Clayey
32.76,61.99,68.62,1,Clayey
33.01,61.9,32.87,4,Sandy
27.09,64.13,38.0,1,Clayey
30.15,68.23,37.36,4,Sandy
31.120000000000005,54.40999999999999,55.17999999999999,3,Clayey
31.080000000000002,61.81000000000001,34.73,2,Red
28.29,46.16,41.47,1,Clayey
37.61,61.11,36.72,0,Loamy
36.02,69.03,54.45000000000001,4,Sandy
28.58,41.09,30.84,2,Red
24.6,52.29,30.92,1,Clayey
29.87,56.39,37.84,4,Sandy
29.85,47.2,57.02,4,Sandy
26.120000000000005,63.44,63.43,0,Loamy
34.94,57.44,52.36999999999999,4,Sandy
31.589999999999996,63.18000000000001,56.89999999999999,1,Clayey
37.33,67.17,37.59,0,Loamy
24.02,45.09000000000001,67.89,0,Loamy
33.56,66.29,26.040000000000003,3,Clayey
30.78,50.300000000000004,52.95000000000001,3,Clayey
32.39,66.19,63.370000000000005,3,Clayey
31.26,67.75,26.57,1,Clayey
38.04,69.01,42.8,2,Red
32.73,62.660000000000004,34.5,2,Red
27.79,60.14,41.16,3,Clayey
32.24,55.75,45.85,1,Clayey
31.18,60.59,20.77,1,Clayey
34.04,65.18,55.33,1,Clayey
32.57,62.47,37.05,4,Sandy
32.53,51.27,44.71,4,Sandy
25.19,60.71000000000001,52.06,2,Red
28.66,47.45,44.04,0,Loamy
25.71,59.93,51.81,3,Clayey
28.24,54.620000000000005,35.02,3,Clayey
33.95,61.00000000000001,45.29,3,Clayey
33.88,59.02,35.32,3,Clayey
30.87,58.93,70.0,3,Clayey
33.25,69.66,51.62,4,Sandy
30.25,72.59,57.39999999999999,1,Clayey
31.589999999999996,67.65,56.8,4,Sandy
37.68,62.61,54.72,1,Clayey
30.23,70.15,26.2,2,Red
30.290000000000003,58.629999999999995,51.24000000000001,0,Loamy
27.47,53.06,40.0,2,Red
29.05,52.0,53.16,1,Clayey
26.4,57.87,57.720000000000006,4,Sandy
24.38,52.09000000000001,25.67,0,Loamy
27.409999999999997,52.54,41.48,1,Clayey
32.64,77.53,39.18,3,Clayey
27.61,71.93,41.84,2,Red
36.71,76.2,24.17,4,Sandy
31.72,71.9,41.1,3,Clayey
31.360000000000003,44.29,43.74,4,Sandy
31.97,57.04,39.26,0,Loamy
30.86,66.38,42.56,3,Clayey
29.81,63.42,20.0,0,Loamy
30.18,68.42,36.95,3,Clayey
25.23,62.86,38.43,2,Red
37.04,68.38,51.4,2,Red
26.14,52.36,40.32,3,Clayey
25.71,49.13,33.26,4,Sandy
30.12,69.25,21.43,0,Loamy
27.34,63.01,48.83,1,Clayey
30.290000000000003,69.44,58.64,3,Clayey
33.67,68.27,57.75,3,Clayey
34.38,60.73,50.970000000000006,2,Red
33.48,62.18,48.6,1,Clayey
33.6,60.98,68.08,3,Clayey
31.74,62.32,52.300000000000004,0,Loamy
27.11,49.05,43.91,1,Clayey
29.56,70.11,44.74,4,Sandy
33.71,58.93,43.88,0,Loamy
21.93,44.5,63.49,2,Red
33.53,60.05,37.18,2,Red
25.310000000000002,51.61000000000001,33.05,2,Red
31.78,65.4,52.23,4,Sandy
34.68,58.89,27.43,4,Sandy
39.75,60.73,38.94,3,Clayey
22.689999999999998,51.37,61.27,4,Sandy
38.25,74.83,48.66,3,Clayey
40.0,64.51,51.07,2,Red
35.73,71.25,45.65,3,Clayey
31.330000000000002,52.440000000000005,48.45,1,Clayey
24.83,51.23,46.97,2,Red
30.570000000000004,73.76,66.01,0,Loamy
27.61,52.18,38.91,1,Clayey
25.299999999999997,51.45,24.59,4,Sandy
31.71,58.43999999999999,35.47,0,Loamy
25.28,55.82,32.12,3,Clayey
29.97,58.25,31.86,0,Loamy
32.38,58.5,45.02,2,Red
30.69,59.440000000000005,51.07,4,Sandy
33.71,71.14,43.81,3,Clayey
26.910000000000004,52.52,30.81,1,Clayey
29.32,51.48,40.11,2,Red
25.99,55.37,65.56,4,Sandy
33.65,66.5,65.99,1,Clayey
29.229999999999997,55.19,29.27,2,Red
25.5,65.19,38.34,0,Loamy
26.920000000000005,56.83,44.88,0,Loamy
35.51,70.33,59.14,0,Loamy
27.1,61.290000000000006,41.14,4,Sandy
35.8,55.37,57.55,3,Clayey
29.38,54.47,52.56,4,Sandy
36.66,76.82,39.74,4,Sandy
32.53,60.02,29.350000000000005,3,Clayey
32.66,74.93,33.56,1,Clayey
34.63,63.79999999999999,24.01,1,Clayey
24.84,62.63,36.65,1,Clayey
29.000000000000004,44.56,33.96,2,Red
35.26,53.82,24.93,2,Red
33.42,55.5,64.41,1,Clayey
28.04,55.51,49.43,4,Sandy
34.9,61.86,35.47,3,Clayey
22.34,53.62,38.61,2,Red
28.11,47.2,36.8,3,Clayey
34.35,66.79,51.519999999999996,1,Clayey
28.74,48.61,35.72,2,Red
22.56,50.58,29.13,0,Loamy
26.95,50.63,43.0,4,Sandy
26.390000000000004,54.79,46.15,4,Sandy
30.13,72.21,35.94,2,Red
35.71,67.62,25.16,2,Red
28.88,60.85,28.57,3,Clayey
27.05,44.74,56.64,2,Red
29.34,44.01,41.14,0,Loamy
39.33,67.44,37.85,0,Loamy
28.53,59.01,60.57,3,Clayey
23.12,58.629999999999995,37.49,1,Clayey
31.53,58.95,51.36999999999999,3,Clayey
33.55,60.65,58.59000000000001,2,Red
30.15,64.35,67.45,1,Clayey
39.81,63.65,63.69,2,Red
34.51,52.14,70.0,3,Clayey
35.66,54.44,42.29,0,Loamy
25.65,62.92,28.49,4,Sandy
28.51,44.089999999999996,28.38,1,Clayey
30.09,54.43,60.02,2,Red
32.61,50.77,63.480000000000004,2,Red
26.99,47.9,45.66,2,Red
29.770000000000003,63.41,50.3,1,Clayey
28.27,59.38000000000001,45.0,0,Loamy
33.5,53.07,46.85,2,Red
37.95,68.37,55.82,0,Loamy
25.06,64.02,38.39,1,Clayey
26.79,62.91,25.010000000000005,0,Loamy
26.72,52.56,31.72,4,Sandy
22.39,61.19,37.56,1,Clayey
30.98,72.26,70.0,4,Sandy
36.58,61.79,40.55,0,Loamy
26.45,60.78,50.52000000000001,4,Sandy
25.600000000000005,52.6,54.459999999999994,2,Red
35.57,72.13,33.41,2,Red
33.06,60.37,69.48,4,Sandy
29.39,53.28,40.12,0,Loamy
28.210000000000004,59.37,42.81,2,Red
35.57,60.63,45.71,1,Clayey
40.0,56.27,40.77,0,Loamy
39.82,70.94,30.299999999999997,0,Loamy
38.99,74.78,27.58,1,Clayey
27.899999999999995,58.51,31.930000000000003,2,Red
33.88,68.15,42.03,4,Sandy
40.0,71.79,58.989999999999995,1,Clayey
30.18,53.72,36.61,2,Red
32.53,56.27,29.850000000000005,3,Clayey
33.72,50.47,44.08,1,Clayey
31.859999999999996,51.97,62.52000000000001,1,Clayey
34.28,52.14,44.07,1,Clayey
25.94,60.8,62.34,3,Clayey
26.630000000000003,56.66,45.46,2,Red
35.09,63.88,46.21,0,Loamy
32.66,59.08,54.63,2,Red
34.76,67.48,24.8,0,Loamy
31.21,56.6,34.03,4,Sandy
34.72,67.85,69.81,0,Loamy
30.14,55.49,45.37,3,Clayey
29.71,50.93,41.83,4,Sandy
30.88,51.0,46.08,2,Red
31.28,68.41,27.47,1,Clayey
25.870000000000005,69.73,28.699999999999996,3,Clayey
30.53,63.85,56.29999999999999,4,Sandy
37.03,69.99,42.75,3,Clayey
37.38,70.59,66.29,4,Sandy
28.44,55.23,33.64,2,Red
24.57,49.59,48.59,4,Sandy
30.98,60.86,33.37,2,Red
28.450000000000003,55.92,48.02,1,Clayey
36.2,55.53,54.66,3,Clayey
32.48,64.01,50.17,0,Loamy
29.67,59.99999999999999,70.0,2,Red
30.62,59.169999999999995,45.5,4,Sandy
29.509999999999998,55.64000000000001,28.32,0,Loamy
29.64,54.26,30.969999999999995,1,Clayey
30.83,64.19,23.01,3,Clayey
34.15,50.64,39.17,0,Loamy
32.54,52.1,29.859999999999996,4,Sandy
35.15,65.46,50.44,2,Red
32.88,70.34,29.01,0,Loamy
32.26,57.08,42.58,3,Clayey
28.94,60.34,31.180000000000003,0,Loamy
24.61,43.14,27.280000000000005,2,Red
32.63,71.17,55.93,0,Loamy
31.18,72.57,46.74,0,Loamy
23.69,57.9,39.61,4,Sandy
32.48,53.65,28.91,3,Clayey
28.699999999999996,53.21000000000001,40.31,4,Sandy
32.8,71.66,44.08,2,Red
37.65,60.86,24.45,1,Clayey
31.22,74.54,61.36,4,Sandy
36.78,69.9,38.86,2,Red
38.75,58.17,52.93,0,Loamy
28.65,62.64000000000001,41.6,0,Loamy
20.54,40.79,56.58,3,Clayey
27.190000000000005,62.120000000000005,35.74,2,Red
29.739999999999995,53.769999999999996,40.06,2,Red
33.98,67.67,62.06,1,Clayey
28.91,67.6,39.3,2,Red
29.219999999999995,54.96,70.0,1,Clayey
21.940000000000005,46.3,27.700000000000003,0,Loamy
32.27,54.7,59.440000000000005,4,Sandy
29.59,47.26,67.15,0,Loamy
38.97,61.93,48.53,1,Clayey
40.0,63.37,45.26,4,Sandy
32.81,73.39,41.77,4,Sandy
36.48,66.13,30.409999999999997,1,Clayey
31.25,67.15,42.57,4,Sandy
24.83,57.76,31.75,4,Sandy
29.72,53.18,42.19,4,Sandy
27.26,43.94,42.1,0,Loamy
34.34,55.85,27.98,1,Clayey
33.32,71.88,37.86,0,Loamy
27.34,55.87,43.75,3,Clayey
22.710000000000004,49.95000000000001,45.22,0,Loamy
29.55,59.76,58.15,3,Clayey
33.39,53.49,50.08,4,Sandy
31.640000000000004,68.77,39.39,4,Sandy
24.94,66.7,66.09,4,Sandy
30.28,63.739999999999995,54.26,0,Loamy
23.220000000000002,49.73,51.54,3,Clayey
29.69,47.63999999999999,46.87,3,Clayey
35.79,55.42999999999999,70.0,1,Clayey
38.68,77.89,35.76,0,Loamy
34.07,60.31,40.04,2,Red
29.16,66.79,59.71999999999999,4,Sandy
36.5,69.77,62.08,0,Loamy
31.49,71.13,61.760000000000005,1,Clayey
30.840000000000003,59.190000000000005,45.38,0,Loamy
34.3,52.7,60.28,4,Sandy
31.13,73.3,29.78,0,Loamy
28.87,58.01,36.28,4,Sandy
36.02,63.58,41.22,2,Red
35.93,59.27,55.76,4,Sandy
32.15,54.75,62.62,0,Loamy
23.42,58.339999999999996,36.7,3,Clayey
28.51,48.44,45.73,1,Clayey
32.06,55.34,56.8,4,Sandy
31.18,54.19,43.3,0,Loamy
33.59,54.599999999999994,51.9,0,Loamy
30.36,59.8,70.0,2,Red
28.74,44.89,43.99,1,Clayey
32.33,48.88,31.39,1,Clayey
34.71,54.07999999999999,46.09,0,Loamy
30.34,64.88,34.89,4,Sandy
27.59,52.12,42.52,2,Red
35.14,69.39,45.5,1,Clayey
29.61,55.37,42.37,3,Clayey
27.8,61.15,38.19,1,Clayey
39.34,73.55,37.74,4,Sandy
25.49,58.900000000000006,27.750000000000004,4,Sandy
30.35,62.67999999999999,46.39,1,Clayey
29.31,65.11,40.63,1,Clayey
30.840000000000003,76.53,34.0,0,Loamy
34.51,54.23,48.09,0,Loamy
29.97,59.980000000000004,41.02,0,Loamy
29.6,65.96,27.640000000000004,4,Sandy
32.18,62.78,23.55,0,Loamy
32.29,62.31000000000001,33.23,4,Sandy
37.33,59.47999999999999,53.07000000000001,3,Clayey
38.06,52.11,41.53,3,Clayey
29.520000000000003,68.99,56.83,4,Sandy
40.0,78.86,52.129999999999995,3,Clayey
22.07,51.67,51.970000000000006,3,Clayey
30.67,50.16,40.76,1,Clayey
25.98,62.89000000000001,61.12,2,Red
29.250000000000004,53.85,33.95,2,Red
26.51,60.56,35.77,0,Loamy
26.7,52.31,61.77,3,Clayey
25.95,62.86,51.74000000000001,3,Clayey
24.2,60.2,34.14,0,Loamy
23.0,52.82,37.28,3,Clayey
31.77,57.58,49.46,4,Sandy
32.72,56.31,41.59,4,Sandy
32.17,56.59,62.96,3,Clayey
29.6,58.17,40.56,2,Red
25.43,50.72,42.78,3,Clayey
31.93,61.7,61.0,0,Loamy
38.76,72.35,28.4,1,Clayey
35.14,69.77,31.06,4,Sandy
22.81,48.89000000000001,28.47,0,Loamy
38.07,62.7,66.49,2,Red
24.17,62.74,42.08,1,Clayey
29.03,66.58,27.399999999999995,0,Loamy
37.98,57.42,48.64,0,Loamy
39.47,72.83,59.41,4,Sandy
32.72,59.26,37.37,0,Loamy
24.04,65.32,45.42,3,Clayey
26.110000000000003,65.75,70.0,2,Red
32.02,53.18,50.78,4,Sandy
28.74,54.8,58.08,1,Clayey
28.05,53.769999999999996,30.81,0,Loamy
30.96,57.8,42.72,2,Red
32.12,70.24,29.28,2,Red
31.52,56.11,29.79,3,Clayey
39.41,63.5,41.68,1,Clayey
26.71,59.61,29.749999999999996,4,Sandy
35.3,65.91,61.45,1,Clayey
23.41,47.11,60.88,4,Sandy
30.4,64.62,29.499999999999996,3,Clayey
31.84,63.65,43.05,3,Clayey
32.88,53.21000000000001,20.0,1,Clayey
27.680000000000003,46.99,22.43,1,Clayey
31.059999999999995,58.96,32.69,4,Sandy
33.89,55.98,45.78,4,Sandy
37.59,73.0,62.01,2,Red
32.94,59.38000000000001,30.73,1,Clayey
28.39,51.879999999999995,59.74,0,Loamy
31.18,55.410000000000004,33.33,1,Clayey
28.78,46.7,36.68,3,Clayey
22.150000000000002,54.75,39.9,3,Clayey
38.93,72.2,68.8,2,Red
33.86,61.51,60.88,0,Loamy
29.29,49.199999999999996,35.91,2,Red
26.65,61.13,36.81,0,Loamy
23.94,46.32,39.99,1,Clayey
30.97,58.0,39.5,4,Sandy
30.01,51.08,29.770000000000003,1,Clayey
27.0,61.540000000000006,48.67,4,Sandy
37.83,58.79,52.47999999999999,2,Red
28.0,47.27000000000001,57.35,3,Clayey
28.02,63.79,48.61,0,Loamy
29.13,67.17,44.42,1,Clayey
34.41,62.42999999999999,33.3,0,Loamy
25.61,56.5,60.489999999999995,0,Loamy
22.49,46.82,30.380000000000003,1,Clayey
29.13,46.65,36.41,0,Loamy
31.29,60.08,42.87,2,Red
38.61,69.3,41.21,1,Clayey
29.54,54.01,70.0,0,Loamy
34.72,64.79,24.84,3,Clayey
33.47,61.96,52.46000000000001,4,Sandy
30.67,67.01,70.0,0,Loamy
23.84,40.88,64.6,1,Clayey
35.5,64.73,50.91,3,Clayey
26.3,56.35,38.58,0,Loamy
21.44,43.300000000000004,36.7,4,Sandy
31.67,71.83,25.15,4,Sandy
34.02,65.9,36.28,3,Clayey
27.74,58.79,39.22,1,Clayey
34.47,62.06000000000001,31.47,3,Clayey
22.28,44.81,70.0,3,Clayey
32.67,66.69,70.0,2,Red
38.27,69.52,41.61,1,Clayey
34.72,55.96,37.9,4,Sandy
24.93,55.08,70.0,2,Red
29.31,44.74,47.53,4,Sandy
37.76,59.22,56.24,2,Red
27.61,57.050000000000004,25.260000000000005,2,Red
24.83,54.72,32.76,1,Clayey
33.76,53.8,61.54999999999999,1,Clayey
40.0,60.45,33.52,1,Clayey
36.02,74.78,38.64,0,Loamy
29.17,58.72,20.0,3,Clayey
29.35,51.42,70.0,2,Red
32.78,63.54,36.29,2,Red
33.16,56.989999999999995,39.99,2,Red
32.62,52.77,37.75,2,Red
22.5,43.53000000000001,24.16,0,Loamy
30.9,58.589999999999996,38.32,1,Clayey
34.54,55.21,45.01,4,Sandy
21.41,53.24,26.72,0,Loamy
29.97,69.39,25.39,2,Red
25.289999999999996,61.48,27.71,2,Red
32.78,68.98,42.07,2,Red
27.379999999999995,50.06,24.55,1,Clayey
